objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Dorfromantik: The Duel","395364","0","0","0","0","0","0","0","1","0","0","1","2","","","","","","114042917","5.78594","6.98712","1.8462","4832","2268","thing","Dorfromantik: The Duel","2","2","45","45","30","2023","2","2","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"DOS","246701","0","0","1","0","0","0","0","1","1","0","0","3","","","","","","56817958","5.19734","4.85487","1.4138","29365","6879","thing","DOS","2","4","45","45","30","2018","3,4","3","6+","No necessary in-game text","","","","","","standalone","","3.49","USD","","","2021-11-28","King Soopers","1","","","2021-11-28","","","",""
"Dotzee","130186","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","110014253","0","5.38261","1.25","0","111","thing","Dotzee","2","6","10","10","10","2012","2,3,4,5,6","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Double Shutter","34943","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","89045881","5.52746","5.89533","1","16717","534","thing","Double Shutter","1","4","15","15","15","2007","2,3,4","2,3","5+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"The Downfall of Pompeii","13004","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","87702807","6.79398","7.16126","1.8455","743","9880","thing","The Downfall of Pompeii","2","4","45","45","45","2004","2,3,4","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Downforce","215311","7","9","3","1","0","0","0","0","0","0","0","3","#large","Betting","","","","55075706","7.0039","7.26451","1.7321","479","20025","thing","Downforce","2","6","40","40","20","2017","2,3,4,5,6","3,6","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","867825000321","10.67","USD","","","2019-02-16","Barnes & Noble","1","","","2019-02-16","","","",""
"Downforce: Danger Circuit","242213","7","0","0","0","0","0","0","0","0","0","0","3","","","","","","75711941","6.45561","7.7975","1.84","0","5572","thing","Downforce: Danger Circuit","2","6","40","40","20","2018","2,3,4,5,6","3,6","6+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Downstream","342909","0","0","0","0","0","0","0","1","0","0","0","4","","","","","","128640974","5.54079","7.46451","2","14096","251","thing","Downstream","2","2","20","20","10","2022","2","2","10","","","","","","","standalone","","","","","","","","","","","","","","",""
"Downtown Farmers Market","360503","7","7","2","1","0","0","0","0","0","0","0","1","#medium","Pattern Building","","","","93481135","5.80992","7.20085","1.4167","4533","1184","thing","Downtown Farmers Market","2","4","20","20","20","2022","2,3,4","2","6+","","","","","","","standalone","803979090450","11.99","USD","","","2022-06-07","Night Owl","1","","","2022-06-07","","","",""
"Dr. Eureka","181345","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","59627436","6.17006","6.54955","1.0588","2289","7529","thing","Dr. Eureka","2","4","15","15","15","2015","2,3,4","3,4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Dr. Finn's Book of Solo Strategy and Word Games","445055","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","132096553","0","7.71579","0","0","96","thing","Dr. Finn's Book of Solo Strategy and Word Games","1","1","0","0","0","2025","1","1","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Draconic Dice","329151","0","0","0","0","0","1","1","1","0","1","1","3","","","","","","93357072","5.52056","6.42097","1.1429","18567","219","thing","Draconic Dice","2","5","10","10","10","2021","2,3,4,5","3,4","5+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Draft & Write Records","350185","7","12","0","0","0","1","1","0","0","0","1","3","","","","","","113323267","6.23762","7.3066","2.2361","2029","2168","thing","Draft & Write Records","1","6","60","60","30","2024","1,2,3,4,5,6","3,4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Draft Duel Football","407034","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","126012495","0","7.96431","1","0","41","thing","Draft Duel Football","2","4","20","20","10","2023","1,2,3,4","2","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Draft'd","428429","0","0","0","0","0","0","0","1","0","0","1","3","","","","","","128594859","0","6.64286","0","0","84","thing","Draft'd","3","99","15","15","15","2024","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Draftosaurus","264055","7","24","2","1","0","0","0","0","1","0","0","3","#medium #cubes","Card Drafting","","","","69589792","6.85895","7.08615","1.2541","665","26524","thing","Draftosaurus","2","5","15","15","15","2019","2,3,4,5","4","6+","No necessary in-game text","","","","","","standalone","3760008428196","12.81","USD","","","2022-02-06","Target","1","B2GO","","2022-02-10","","","",""
"Draftosaurus: Aerial Show","320778","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","79624497","5.97544","7.0401","1.3571","0","5640","thing","Draftosaurus: Aerial Show","2","5","20","20","15","2020","2,3,4,5","4","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Draftosaurus: Goodie Tile","318382","0","0","0","0","0","0","0","1","0","1","0","1","","","","","","79624500","5.59451","7.17704","1.2","0","816","thing","Draftosaurus: Goodie Tile","2","5","15","15","15","2020","2,3,4,5","2,4","8+","","","","","","","expansion","","","","","","","","","","","","","","",""
"Draftosaurus: Marina","320777","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","79624498","6.07648","7.24667","1.4444","0","5930","thing","Draftosaurus: Marina","2","5","20","20","15","2020","2,3,4,5","3,4","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Dragomino","300010","0","0","0","0","0","0","0","1","0","0","1","3","","","","","","76832913","6.32912","7.04551","1.0652","1730","6747","thing","Dragomino","2","4","15","15","15","2020","2,3,4","3,4","4–12","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Dragon Castle","232219","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","89219027","6.72242","7.10443","2","854","12004","thing","Dragon Castle","1","4","45","45","30","2017","2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Dragon Dash","190739","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","105926922","5.50308","5.7725","1.3333","23905","101","thing","Dragon Dash","2","6","0","0","0","2015","1,2,3,4","1","4–10","","","","","","","standalone","","","","","","","","","","","","","","",""
"Dragon Parks","301018","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","132363199","5.63311","6.52835","1.6154","7748","1022","thing","Dragon Parks","2","5","30","30","15","2021","2,3,4,5","3","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Dragon's Gold","1042","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","107555468","6.03931","6.42547","1.6943","2881","4917","thing","Dragon's Gold","3","6","45","45","45","2001","3,4,5,6","6","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Dragonarium","439520","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","135622175","0","8.1","2","0","20","thing","Dragonarium","1","4","45","45","30","2025","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Dragonheart","66171","7.4","18","0","1","0","0","0","0","0","0","0","1","#medium","","","","","70114673","6.10898","6.49622","1.359","2548","3803","thing","Dragonheart","2","2","30","30","30","2010","2","2","8+","No necessary in-game text","","","","","","standalone","9781589949522","10","USD","","","2023-11-18","BGG","1","","","2023-11-18","","","",""
"Dragonkeepers","383109","7.6","3","3","1","0","0","0","0","0","0","0","3","","","","","","111506582","6.17548","7.10231","1.9762","2260","3962","thing","Dragonkeepers","2","4","20","20","20","2023","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","5060282511705","21.5","","","","2024-08-18","Amazon","1","","","2024-08-21","","","",""
"Dragonrealm","272993","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","88048073","5.88049","6.96163","1.6071","3897","3097","thing","Dragonrealm","2","4","30","30","20","2019","2,3,4","4","6+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Dragonwood","172933","5","2","2","0","0","0","0","0","1","0","0","3","","","","","","54982720","6.16412","6.57275","1.3629","2307","12811","thing","Dragonwood","2","4","20","20","20","2015","2,3,4","3","6+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","7.49","USD","","","2021-11-28","King Soopers","1","3/22/19. Sold 2022 for assumed 4. ","","2021-11-28","","","",""
"Dreadful Meadows","350064","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","103512160","5.8619","7.35243","2.4167","4055","1498","thing","Dreadful Meadows","1","4","60","60","30","2023","1,2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Dream Crush","315059","0","0","0","0","0","0","0","1","0","0","1","4","","","","","","81319094","5.84031","7.06993","1.1429","4261","1076","thing","Dream Crush","2","6","30","30","30","2021","4,5,6","5,6","16+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Dream Home","194880","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","103446765","6.50806","6.8598","1.6582","1265","11933","thing","Dream Home","2","4","30","30","30","2016","2,3,4","3,4","6+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Dreamscape","231038","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","111089427","6.09993","7.28388","3.1299","2591","2595","thing","Dreamscape","1","4","90","90","60","2019","1,2,3","2","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Dribble","351392","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","121097062","0","6","0","0","3","thing","Dribble","1","6","10","0","10","2016","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Drop It","244916","6.5","1","0","0","0","0","0","1","0","0","0","3","","","","","","122891801","6.28998","6.8849","1.0877","1849","4750","thing","Drop It","2","4","30","30","30","2018","2,3,4","2,4","5+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"DroPolter","405537","0","0","0","0","0","1","1","1","0","0","1","2","","","","","","113765198","6.32539","7.11035","1.0227","1741","5250","thing","DroPolter","2","5","20","20","20","2023","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Druids of the Elements","378913","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","119477257","0","6.82506","2","0","125","thing","Druids of the Elements","2","8","120","120","30","2023","2,3,4,5","4","12","","","","","","","standalone","","","","","","","","","","","","","","",""
"Dubious","344050","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","102586594","5.63939","6.81011","1.7143","7564","574","thing","Dubious","3","6","30","30","30","2021","4,5,6","5","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Duck","312463","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","82819655","5.62181","6.62788","1.25","8140","642","thing","Duck","3","5","15","15","15","2020","3,4,5","3,4,5","8+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Duck & Cover","422019","6.3","3","0","0","0","1","1","0","0","0","1","1","","","","","","123107621","5.90607","6.54915","1","3710","2711","thing","Duck & Cover","2","7","20","20","15","2024","2,3,4,5,6,7","6","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Ducks in Tow","283641","0","0","0","0","0","0","0","1","0","0","1","3","","","","","","100531296","5.67939","7.01452","2.2","6553","875","thing","Ducks in Tow","1","4","60","60","30","2020","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Dude Perfect the Board Game","411415","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","117995740","0","5.78571","2","0","83","thing","Dude Perfect the Board Game","2","5","60","60","30","2023","2,3,4,5","4,5","4+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Duel for Cardia","447243","0","0","0","0","0","0","0","1","0","0","1","4","","","","","","135438206","6.26854","7.55958","1.7179","1921","3031","thing","Duel for Cardia","2","2","15","15","15","2025","2","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
